,日期,最高温度,最低温度,天气,风向,风力,aqi,aqiinfo,aqilevel,city
2018-03-02,2018-03-02,-7℃,-25℃,多云,西风,3-4级,42,优,1,鹤岗
2018-03-03,2018-03-03,-8℃,-14℃,小雪~中雪,东风,3-4级,49,优,1,鹤岗
2018-03-04,2018-03-04,-7℃,-22℃,晴~多云,西北风,4-5级,41,优,1,鹤岗
2018-03-05,2018-03-05,-8℃,-24℃,多云~晴,西风,3-4级,43,优,1,鹤岗
2018-03-06,2018-03-06,-10℃,-27℃,多云~晴,西北风,4-5级,40,优,1,鹤岗
2018-03-07,2018-03-07,-10℃,-21℃,多云~阵雪,西南风,1-2级,52,良,2,鹤岗
2018-03-08,2018-03-08,-9℃,-26℃,多云~晴,西北风,1-2级,61,良,2,鹤岗
2018-03-09,2018-03-09,-8℃,-26℃,晴~多云,西北风,1-2级,49,优,1,鹤岗
2018-03-10,2018-03-10,-7℃,-26℃,多云~晴,东北风,1-2级,58,良,2,鹤岗
2018-03-11,2018-03-11,-5℃,-19℃,晴,西北风,1-2级,63,良,2,鹤岗
2018-03-12,2018-03-12,-3℃,-10℃,阵雪~多云,东南风,3-4级,54,良,2,鹤岗
2018-03-13,2018-03-13,-1℃,-16℃,阵雪~多云,西北风,3-4级,51,良,2,鹤岗
2018-03-14,2018-03-14,0℃,-16℃,阵雪,东北风,3-4级,49,优,1,鹤岗
2018-03-15,2018-03-15,-7℃,-23℃,晴,西北风,4-5级,41,优,1,鹤岗
2018-03-16,2018-03-16,-2℃,-15℃,晴~多云,西南风,3-4级,49,优,1,鹤岗
2018-03-17,2018-03-17,3℃,-11℃,多云~晴,西风,3-4级,50,优,1,鹤岗
2018-03-18,2018-03-18,5℃,-15℃,阵雨~晴,西北风,4-5级,57,良,2,鹤岗
2018-03-19,2018-03-19,-5℃,-20℃,晴,西北风,4-5级,37,优,1,鹤岗
2018-03-20,2018-03-20,0℃,-16℃,晴,西南风,3-4级,38,优,1,鹤岗
2018-03-21,2018-03-21,7℃,-11℃,晴,西南风,3-4级,58,良,2,鹤岗
2018-03-22,2018-03-22,8℃,-10℃,晴,西南风,1-2级,75,良,2,鹤岗
2018-03-23,2018-03-23,6℃,-5℃,多云,西南风,1-2级,75,良,2,鹤岗
2018-03-24,2018-03-24,10℃,-5℃,多云,西风,3-4级,59,良,2,鹤岗
2018-03-25,2018-03-25,15℃,-6℃,晴,西南风,4-5级,83,良,2,鹤岗
2018-03-26,2018-03-26,16℃,3℃,多云,南风,4-5级,68,良,2,鹤岗
2018-03-27,2018-03-27,14℃,-1℃,多云,西南风,3-4级,70,良,2,鹤岗
2018-03-28,2018-03-28,10℃,-6℃,多云~晴,西北风,5-6级,78,良,2,鹤岗
2018-03-29,2018-03-29,7℃,-5℃,晴,西北风,3-4级,36,优,1,鹤岗
2018-03-30,2018-03-30,14℃,-2℃,晴~多云,西南风,5-6级,46,优,1,鹤岗
2018-03-31,2018-03-31,9℃,-6℃,多云~晴,东北风,3-4级,74,良,2,鹤岗
2018-03-26,2018-03-26,1,-14,,,,,,,
2018-03-06,2018-03-06,,,,,,,,,
2018-03-01,2018-03-01,-7℃,-16℃,多云,西北风,4-5级,43,优,1,大庆
2018-03-02,2018-03-02,-5℃,-13℃,晴~多云,西风,3-4级,68,良,2,大庆
2018-03-03,2018-03-03,-7℃,-16℃,中雪~多云,东风,4-5级,97,良,2,大庆
2018-03-04,2018-03-04,-7℃,-18℃,多云~晴,西北风,4-5级,41,优,1,大庆
2018-03-05,2018-03-05,-8℃,-18℃,晴,西北风,3-4级,37,优,1,大庆
2018-03-06,2018-03-06,-8℃,-17℃,晴,西北风,3-4级,37,优,1,大庆
2018-03-07,2018-03-07,-8℃,-18℃,阵雪~多云,西北风,3-4级,60,良,2,大庆
2018-03-08,2018-03-08,-7℃,-16℃,多云~晴,西风,3-4级,67,良,2,大庆
2018-03-09,2018-03-09,-6℃,-15℃,晴~多云,南风,3-4级,105,轻度污染,3,大庆
2018-03-10,2018-03-10,-5℃,-16℃,多云,东北风,3-4级,56,良,2,大庆
2018-03-11,2018-03-11,-1℃,-9℃,多云~晴,东风,3-4级,60,良,2,大庆
2018-03-12,2018-03-12,6℃,-6℃,多云,东风,3-4级,79,良,2,大庆
2018-03-13,2018-03-13,3℃,-11℃,多云,西风,3-4级,82,良,2,大庆
2018-03-14,2018-03-14,1℃,-10℃,阵雪~晴,西风,3-4级,53,良,2,大庆
2018-03-15,2018-03-15,-3℃,-13℃,晴,东北风,4-5级,30,优,1,大庆
2018-03-16,2018-03-16,1℃,-10℃,晴,西风,3-4级,35,优,1,大庆
2018-03-17,2018-03-17,7℃,-6℃,晴,西风,3-4级,38,优,1,大庆
2018-03-18,2018-03-18,8℃,-8℃,晴~多云,西风,4-5级,42,优,1,大庆
2018-03-19,2018-03-19,1℃,-11℃,晴,西北风,4-5级,30,优,1,大庆
2018-03-20,2018-03-20,5℃,-4℃,晴,西风,3-4级,39,优,1,大庆
2018-03-21,2018-03-21,8℃,-3℃,晴,西风,3-4级,65,良,2,大庆
2018-03-22,2018-03-22,12℃,-2℃,晴,西南风,3-4级,67,良,2,大庆
2018-03-23,2018-03-23,12℃,-2℃,晴~多云,西北风,3-4级,60,良,2,大庆
2018-03-24,2018-03-24,15℃,2℃,晴~多云,西北风,3-4级,53,良,2,大庆
2018-03-25,2018-03-25,18℃,4℃,晴~多云,西南风,3-4级,75,良,2,大庆
2018-03-26,2018-03-26,19℃,6℃,晴,西南风,3-4级,161,中度污染,4,大庆
2018-03-27,2018-03-27,21℃,6℃,多云,西南风,4-5级,177,中度污染,4,大庆
2018-03-28,2018-03-28,12℃,-2℃,晴,西北风,3-4级,97,良,2,大庆
2018-03-29,2018-03-29,10℃,0℃,晴,西北风,3-4级,34,优,1,大庆
2018-03-30,2018-03-30,13℃,2℃,晴~多云,西北风,3-4级,72,良,2,大庆
2018-03-31,2018-03-31,10℃,0℃,阵雨~多云,西北风,3-4级,176,中度污染,4,大庆
2018-03-27,2018-03-27,4,-8,,,,,,,
2018-03-04,2018-03-04,,,,,,,,,
2018-03-01,2018-03-01,-8℃,-18℃,中雪~多云,西北风,4-5级,51,良,2,绥化
2018-03-02,2018-03-02,-7℃,-15℃,多云,南风,3-4级,130,轻度污染,3,绥化
2018-03-03,2018-03-03,-6℃,-13℃,中雪,南风,4-5级,123,轻度污染,3,绥化
2018-03-04,2018-03-04,-6℃,-16℃,多云~晴,西风,3-4级,64,良,2,绥化
2018-03-05,2018-03-05,-10℃,-21℃,多云~晴,西风,3-4级,73,良,2,绥化
2018-03-06,2018-03-06,-9℃,-25℃,多云,西北风,3-4级,65,良,2,绥化
2018-03-07,2018-03-07,-9℃,-19℃,阵雪~多云,西北风,3-4级,134,轻度污染,3,绥化
2018-03-08,2018-03-08,-9℃,-20℃,多云,西北风,3-4级,168,中度污染,4,绥化
2018-03-09,2018-03-09,-8℃,-14℃,晴~多云,西北风,3-4级,93,良,2,绥化
2018-03-10,2018-03-10,-6℃,-16℃,多云~晴,东南风,3-4级,36,优,1,绥化
2018-03-11,2018-03-11,-5℃,-14℃,多云~晴,南风,3-4级,47,优,1,绥化
2018-03-12,2018-03-12,4℃,-5℃,多云~晴,南风,3-4级,48,优,1,绥化
2018-03-13,2018-03-13,3℃,-10℃,多云~晴,东北风,3-4级,58,良,2,绥化
2018-03-14,2018-03-14,2℃,-11℃,雨夹雪~多云,西风,3-4级,35,优,1,绥化
2018-03-15,2018-03-15,-6℃,-17℃,多云,西北风,3-4级,26,优,1,绥化
2018-03-16,2018-03-16,-1℃,-7℃,晴,西北风,3-4级,34,优,1,绥化
2018-03-17,2018-03-17,1℃,-6℃,晴,西南风,3-4级,34,优,1,绥化
2018-03-18,2018-03-18,2℃,-11℃,多云~晴,西南风,3-4级,45,优,1,绥化
2018-03-19,2018-03-19,-2℃,-13℃,晴,西北风,3-4级,45,优,1,绥化
2018-03-20,2018-03-20,2℃,-9℃,晴,南风,3-4级,63,良,2,绥化
2018-03-21,2018-03-21,6℃,-4℃,晴,南风,3-4级,71,良,2,绥化
2018-03-22,2018-03-22,9℃,-3℃,晴,东南风,3-4级,92,良,2,绥化
2018-03-23,2018-03-23,10℃,-2℃,多云,西南风,3-4级,72,良,2,绥化
2018-03-24,2018-03-24,13℃,1℃,晴,西风,3-4级,30,优,1,绥化
2018-03-25,2018-03-25,15℃,2℃,晴,西南风,3-4级,46,优,1,绥化
2018-03-26,2018-03-26,18℃,4℃,晴,西南风,4-5级,74,良,2,绥化
2018-03-27,2018-03-27,18℃,3℃,多云,西南风,5-6级,93,良,2,绥化
2018-03-28,2018-03-28,11℃,-3℃,多云~晴,西北风,4-5级,102,轻度污染,3,绥化
2018-03-29,2018-03-29,9℃,-3℃,多云~晴,西北风,3-4级,41,优,1,绥化
2018-03-30,2018-03-30,11℃,1℃,多云,西南风,3-4级,226,重度污染,5,绥化
2018-03-31,2018-03-31,10℃,1℃,阵雨~晴,东南风,4-5级,355,严重污染,6,绥化
2018-03-26,2018-03-26,2,-9,,,,,,,
2018-03-06,2018-03-06,,,,,,,,,
2018-03-01,2018-03-01,-8℃,-17℃,大雪~小雪,东北风,4-5级,39,优,1,佳木斯
2018-03-02,2018-03-02,-6℃,-20℃,晴~多云,西南风,3-4级,45,优,1,佳木斯
2018-03-03,2018-03-03,-7℃,-15℃,中雪,东风,3-4级,66,良,2,佳木斯
2018-03-04,2018-03-04,-6℃,-22℃,多云,西风,4-5级,42,优,1,佳木斯
2018-03-05,2018-03-05,-8℃,-23℃,晴,西风,4-5级,41,优,1,佳木斯
2018-03-06,2018-03-06,-8℃,-26℃,晴~多云,西风,4-5级,37,优,1,佳木斯
2018-03-07,2018-03-07,-10℃,-19℃,阵雪~小雪,东南风,3-4级,43,优,1,佳木斯
2018-03-08,2018-03-08,-8℃,-25℃,多云,西北风,3-4级,67,良,2,佳木斯
2018-03-09,2018-03-09,-6℃,-24℃,晴~多云,西北风,3-4级,65,良,2,佳木斯
2018-03-10,2018-03-10,-7℃,-24℃,多云,西南风,3-4级,59,良,2,佳木斯
2018-03-11,2018-03-11,-4℃,-18℃,晴,南风,3-4级,63,良,2,佳木斯
2018-03-12,2018-03-12,0℃,-9℃,多云,东南风,3-4级,66,良,2,佳木斯
2018-03-13,2018-03-13,-1℃,-11℃,阵雪~多云,东北风,3-4级,67,良,2,佳木斯
2018-03-14,2018-03-14,-1℃,-15℃,雨夹雪~阵雪,西风,3-4级,78,良,2,佳木斯
2018-03-15,2018-03-15,-5℃,-22℃,晴,西北风,4-5级,30,优,1,佳木斯
2018-03-16,2018-03-16,-3℃,-13℃,晴,西北风,3-4级,36,优,1,佳木斯
2018-03-17,2018-03-17,3℃,-10℃,晴,西南风,4-5级,42,优,1,佳木斯
2018-03-18,2018-03-18,6℃,-15℃,多云~晴,西北风,4-5级,60,良,2,佳木斯
2018-03-19,2018-03-19,-4℃,-18℃,晴,西北风,5-6级,29,优,1,佳木斯
2018-03-20,2018-03-20,-2℃,-14℃,晴,西风,3-4级,28,优,1,佳木斯
2018-03-21,2018-03-21,4℃,-12℃,晴,南风,3-4级,33,优,1,佳木斯
2018-03-22,2018-03-22,8℃,-8℃,多云~晴,南风,3-4级,65,良,2,佳木斯
2018-03-23,2018-03-23,12℃,-3℃,多云,南风,3-4级,68,良,2,佳木斯
2018-03-24,2018-03-24,11℃,-2℃,多云~晴,西南风,4-5级,46,优,1,佳木斯
2018-03-25,2018-03-25,17℃,-1℃,晴,西风,4-5级,50,优,1,佳木斯
2018-03-26,2018-03-26,18℃,7℃,晴~多云,南风,5-6级,54,良,2,佳木斯
2018-03-27,2018-03-27,17℃,4℃,多云~小雨,西南风,5-6级,91,良,2,佳木斯
2018-03-28,2018-03-28,12℃,-4℃,多云~晴,西北风,5-6级,107,轻度污染,3,佳木斯
2018-03-29,2018-03-29,10℃,-4℃,晴,西北风,4-5级,31,优,1,佳木斯
2018-03-30,2018-03-30,15℃,-2℃,晴~多云,南风,4-5级,63,良,2,佳木斯
2018-03-31,2018-03-31,11℃,-2℃,多云,西风,3-4级,110,轻度污染,3,佳木斯
2018-03-26,2018-03-26,2,-12,,,,,,,
2018-03-06,2018-03-06,,,,,,,,,
2018-03-01,2018-03-01,-7℃,-11℃,大雪~中雪,东南风,4-5级,37,优,1,双鸭山
2018-03-02,2018-03-02,-6℃,-13℃,晴~多云,西风,4-5级,43,优,1,双鸭山
2018-03-03,2018-03-03,-5℃,-11℃,中雪,东风,3-4级,58,良,2,双鸭山
2018-03-04,2018-03-04,-6℃,-15℃,多云~晴,西风,4-5级,50,优,1,双鸭山
2018-03-05,2018-03-05,-7℃,-15℃,晴,西风,3-4级,45,优,1,双鸭山
2018-03-06,2018-03-06,-8℃,-18℃,晴,西风,3-4级,38,优,1,双鸭山
2018-03-07,2018-03-07,-8℃,-16℃,阵雪~小雪,西南风,1-2级,45,优,1,双鸭山
2018-03-08,2018-03-08,-8℃,-18℃,小雪~晴,西南风,1-2级,59,良,2,双鸭山
2018-03-09,2018-03-09,-7℃,-17℃,晴~阵雪,西北风,1-2级,50,优,1,双鸭山
2018-03-10,2018-03-10,-6℃,-14℃,阵雪~多云,西北风,1-2级,46,优,1,双鸭山
2018-03-11,2018-03-11,-3℃,-12℃,晴~多云,西风,1-2级,51,良,2,双鸭山
2018-03-12,2018-03-12,2℃,-6℃,多云~雨夹雪,西南风,3-4级,47,优,1,双鸭山
2018-03-13,2018-03-13,0℃,-8℃,雨夹雪~多云,西风,3-4级,70,良,2,双鸭山
2018-03-14,2018-03-14,0℃,-10℃,雨夹雪~多云,西风,1-2级,50,优,1,双鸭山
2018-03-15,2018-03-15,-5℃,-16℃,晴,西北风,4-5级,34,优,1,双鸭山
2018-03-16,2018-03-16,-3℃,-10℃,晴,西风,3-4级,38,优,1,双鸭山
2018-03-17,2018-03-17,3℃,-5℃,晴,西南风,3-4级,47,优,1,双鸭山
2018-03-18,2018-03-18,3℃,-11℃,雨夹雪~多云,西北风,4-5级,59,良,2,双鸭山
2018-03-19,2018-03-19,-6℃,-14℃,多云~晴,西北风,5-6级,32,优,1,双鸭山
2018-03-20,2018-03-20,-1℃,-9℃,晴,西北风,3-4级,30,优,1,双鸭山
2018-03-21,2018-03-21,6℃,-5℃,晴,西南风,1-2级,37,优,1,双鸭山
2018-03-22,2018-03-22,9℃,0℃,晴,西南风,1-2级,65,良,2,双鸭山
2018-03-23,2018-03-23,10℃,-1℃,多云,西南风,1-2级,80,良,2,双鸭山
2018-03-24,2018-03-24,10℃,2℃,多云~晴,西风,1-2级,67,良,2,双鸭山
2018-03-25,2018-03-25,16℃,3℃,晴,西南风,3-4级,51,良,2,双鸭山
2018-03-26,2018-03-26,18℃,8℃,晴,西南风,4-5级,58,良,2,双鸭山
2018-03-27,2018-03-27,18℃,8℃,晴~阵雨,西南风,4-5级,105,轻度污染,3,双鸭山
2018-03-28,2018-03-28,11℃,-2℃,多云,西风,4-5级,101,轻度污染,3,双鸭山
2018-03-29,2018-03-29,9℃,-2℃,晴,西风,3-4级,36,优,1,双鸭山
2018-03-30,2018-03-30,13℃,1℃,晴,西风,3-4级,49,优,1,双鸭山
2018-03-31,2018-03-31,11℃,0℃,阵雨~多云,西风,1-2级,87,良,2,双鸭山
2018-03-26,2018-03-26,2,-8,,,,,,,
2018-03-08,2018-03-08,,,,,,,,,
2018-03-01,2018-03-01,-8℃,-20℃,阵雪~多云,西北风,4-5级,47,优,1,哈尔滨
2018-03-02,2018-03-02,-6℃,-16℃,多云,南风,3-4级,81,良,2,哈尔滨
2018-03-03,2018-03-03,-5℃,-15℃,中到大雪~阵雪,东风,4-5级,141,轻度污染,3,哈尔滨
2018-03-04,2018-03-04,-7℃,-20℃,晴,西风,3-4级,57,良,2,哈尔滨
2018-03-05,2018-03-05,-8℃,-19℃,晴~多云,西风,3-4级,51,良,2,哈尔滨
2018-03-06,2018-03-06,-7℃,-22℃,多云,西风,3-4级,55,良,2,哈尔滨
2018-03-07,2018-03-07,-10℃,-21℃,阵雪~多云,南风,3-4级,89,良,2,哈尔滨
2018-03-08,2018-03-08,-9℃,-24℃,多云~晴,北风,3-4级,107,轻度污染,3,哈尔滨
2018-03-09,2018-03-09,-9℃,-27℃,晴,东南风,3-4级,119,轻度污染,3,哈尔滨
2018-03-10,2018-03-10,-6℃,-23℃,多云~晴,北风,1-2级,49,优,1,哈尔滨
2018-03-11,2018-03-11,-5℃,-15℃,晴~多云,南风,3-4级,88,良,2,哈尔滨
2018-03-12,2018-03-12,5℃,-5℃,多云,西南风,4-5级,88,良,2,哈尔滨
2018-03-13,2018-03-13,4℃,-7℃,多云,东北风,3-4级,137,轻度污染,3,哈尔滨
2018-03-14,2018-03-14,2℃,-10℃,雨夹雪~阵雪,东风,3-4级,59,良,2,哈尔滨
2018-03-15,2018-03-15,-3℃,-17℃,多云~晴,西北风,4-5级,32,优,1,哈尔滨
2018-03-16,2018-03-16,1℃,-9℃,晴,西风,3-4级,49,优,1,哈尔滨
2018-03-17,2018-03-17,6℃,-4℃,晴~多云,西风,3-4级,62,良,2,哈尔滨
2018-03-18,2018-03-18,8℃,-9℃,多云~晴,西南风,4-5级,70,良,2,哈尔滨
2018-03-19,2018-03-19,-1℃,-12℃,晴,北风,3-4级,32,优,1,哈尔滨
2018-03-20,2018-03-20,3℃,-9℃,晴,西风,1-2级,46,优,1,哈尔滨
2018-03-21,2018-03-21,6℃,-6℃,晴,西南风,3-4级,60,良,2,哈尔滨
2018-03-22,2018-03-22,11℃,-2℃,晴,西南风,1-2级,87,良,2,哈尔滨
2018-03-23,2018-03-23,13℃,-2℃,多云,西南风,3-4级,133,轻度污染,3,哈尔滨
2018-03-24,2018-03-24,14℃,1℃,晴,西风,3-4级,141,轻度污染,3,哈尔滨
2018-03-25,2018-03-25,17℃,0℃,多云~晴,西风,3-4级,88,良,2,哈尔滨
2018-03-26,2018-03-26,20℃,4℃,晴,南风,5-6级,154,中度污染,4,哈尔滨
2018-03-27,2018-03-27,21℃,4℃,多云,南风,4-5级,271,重度污染,5,哈尔滨
2018-03-28,2018-03-28,12℃,-1℃,多云~晴,西北风,4-5级,123,轻度污染,3,哈尔滨
2018-03-29,2018-03-29,10℃,-1℃,晴,西北风,3-4级,59,良,2,哈尔滨
2018-03-30,2018-03-30,14℃,2℃,多云~阵雨,西南风,3-4级,156,中度污染,4,哈尔滨
2018-03-31,2018-03-31,10℃,0℃,阵雨~多云,东风,3-4级,150,轻度污染,3,哈尔滨
2018-03-27,2018-03-27,3,-10,,,,,,,
2018-03-09,2018-03-09,,,,,,,,,
2018-03-01,2018-03-01,-5℃,-13℃,中雪~阵雪,西风,4-5级,53,良,2,七台河
2018-03-02,2018-03-02,-6℃,-17℃,多云,西风,3-4级,50,优,1,七台河
2018-03-03,2018-03-03,-3℃,-11℃,中雪~阵雪,西风,4-5级,67,良,2,七台河
2018-03-04,2018-03-04,-7℃,-16℃,多云~晴,西风,4-5级,53,良,2,七台河
2018-03-05,2018-03-05,-8℃,-16℃,晴,西风,4-5级,51,良,2,七台河
2018-03-06,2018-03-06,-8℃,-21℃,晴,西风,3-4级,49,优,1,七台河
2018-03-07,2018-03-07,-8℃,-16℃,小雪,西风,1-2级,56,良,2,七台河
2018-03-08,2018-03-08,-8℃,-18℃,阵雪~晴,西风,1-2级,53,良,2,七台河
2018-03-09,2018-03-09,-8℃,-19℃,晴~多云,西风,3-4级,63,良,2,七台河
2018-03-10,2018-03-10,-5℃,-15℃,阵雪~多云,西风,3-4级,55,良,2,七台河
2018-03-11,2018-03-11,-4℃,-16℃,晴~多云,西风,3-4级,57,良,2,七台河
2018-03-12,2018-03-12,4℃,-2℃,多云~雨夹雪,西风,3-4级,74,良,2,七台河
2018-03-13,2018-03-13,2℃,-6℃,雨夹雪~多云,西风,3-4级,73,良,2,七台河
2018-03-14,2018-03-14,0℃,-13℃,雨夹雪~中雪,西风,3-4级,58,良,2,七台河
2018-03-15,2018-03-15,-4℃,-18℃,晴,西风,3-4级,40,优,1,七台河
2018-03-16,2018-03-16,-3℃,-12℃,晴,西风,3-4级,45,优,1,七台河
2018-03-17,2018-03-17,3℃,-5℃,晴,西风,4-5级,53,良,2,七台河
2018-03-18,2018-03-18,7℃,-10℃,多云,西风,4-5级,57,良,2,七台河
2018-03-19,2018-03-19,-4℃,-15℃,晴,西风,4-5级,40,优,1,七台河
2018-03-20,2018-03-20,0℃,-13℃,晴,西风,3-4级,39,优,1,七台河
2018-03-21,2018-03-21,6℃,-8℃,晴,西风,1-2级,56,良,2,七台河
2018-03-22,2018-03-22,9℃,-7℃,多云~晴,西风,1-2级,74,良,2,七台河
2018-03-23,2018-03-23,11℃,-2℃,多云~晴,西风,1-2级,66,良,2,七台河
2018-03-24,2018-03-24,10℃,-1℃,多云~晴,西风,4-5级,85,良,2,七台河
2018-03-25,2018-03-25,17℃,-1℃,多云~晴,西风,4-5级,80,良,2,七台河
2018-03-26,2018-03-26,18℃,5℃,晴,西风,4-5级,84,良,2,七台河
2018-03-27,2018-03-27,20℃,5℃,多云~阵雨,西南风,4-5级,133,轻度污染,3,七台河
2018-03-28,2018-03-28,17℃,-3℃,多云,西风,4-5级,151,中度污染,4,七台河
2018-03-29,2018-03-29,8℃,-3℃,晴,西风,4-5级,56,良,2,七台河
2018-03-30,2018-03-30,13℃,1℃,晴,西北风,3-4级,72,良,2,七台河
2018-03-31,2018-03-31,11℃,1℃,阵雨,东风,3-4级,161,中度污染,4,七台河
2018-03-27,2018-03-27,2,-9,,,,,,,
2018-03-06,2018-03-06,,,,,,,,,
2018-03-01,2018-03-01,-5℃,-15℃,中雪~多云,南风,4-5级,54,良,2,鸡西
2018-03-02,2018-03-02,-5℃,-13℃,多云,西北风,4-5级,88,良,2,鸡西
2018-03-03,2018-03-03,-2℃,-11℃,中到大雪~中雪,西风,4-5级,101,轻度污染,3,鸡西
2018-03-04,2018-03-04,-6℃,-15℃,多云,西风,4-5级,47,优,1,鸡西
2018-03-05,2018-03-05,-7℃,-16℃,晴,西北风,3-4级,41,优,1,鸡西
2018-03-06,2018-03-06,-7℃,-18℃,多云,西北风,3-4级,34,优,1,鸡西
2018-03-07,2018-03-07,-7℃,-14℃,多云~中雪,西风,3-4级,46,优,1,鸡西
2018-03-08,2018-03-08,-8℃,-20℃,小雪~多云,西风,3-4级,45,优,1,鸡西
2018-03-09,2018-03-09,-6℃,-16℃,晴,西北风,3-4级,60,良,2,鸡西
2018-03-10,2018-03-10,-5℃,-13℃,阵雪~多云,东南风,3-4级,63,良,2,鸡西
2018-03-11,2018-03-11,-3℃,-13℃,晴,西风,1-2级,61,良,2,鸡西
2018-03-12,2018-03-12,3℃,-3℃,雨夹雪,西风,3-4级,119,轻度污染,3,鸡西
2018-03-13,2018-03-13,0℃,-6℃,雨夹雪~多云,西风,3-4级,152,中度污染,4,鸡西
2018-03-14,2018-03-14,1℃,-8℃,雨夹雪~中到大雪,西北风,3-4级,65,良,2,鸡西
2018-03-15,2018-03-15,-4℃,-17℃,多云~晴,西北风,3-4级,31,优,1,鸡西
2018-03-16,2018-03-16,-3℃,-11℃,晴,西北风,4-5级,30,优,1,鸡西
2018-03-17,2018-03-17,5℃,-8℃,晴,西风,4-5级,38,优,1,鸡西
2018-03-18,2018-03-18,6℃,-8℃,多云,西风,5-6级,45,优,1,鸡西
2018-03-19,2018-03-19,0℃,-12℃,晴,西北风,5-6级,27,优,1,鸡西
2018-03-20,2018-03-20,0℃,-12℃,晴,西北风,3-4级,34,优,1,鸡西
2018-03-21,2018-03-21,7℃,-5℃,晴,西风,1-2级,53,良,2,鸡西
2018-03-22,2018-03-22,9℃,-4℃,晴,西风,1-2级,74,良,2,鸡西
2018-03-23,2018-03-23,12℃,-1℃,多云,西风,3-4级,70,良,2,鸡西
2018-03-24,2018-03-24,12℃,1℃,多云~晴,西北风,4-5级,81,良,2,鸡西
2018-03-25,2018-03-25,17℃,2℃,晴,西北风,4-5级,78,良,2,鸡西
2018-03-26,2018-03-26,19℃,6℃,晴,西南风,4-5级,146,轻度污染,3,鸡西
2018-03-27,2018-03-27,17℃,4℃,晴~多云,西南风,4-5级,130,轻度污染,3,鸡西
2018-03-28,2018-03-28,14℃,-3℃,多云,西风,3-4级,114,轻度污染,3,鸡西
2018-03-29,2018-03-29,8℃,-4℃,多云,西北风,4-5级,38,优,1,鸡西
2018-03-30,2018-03-30,12℃,0℃,晴~多云,西风,3-4级,86,良,2,鸡西
2018-03-31,2018-03-31,9℃,0℃,阵雨,无持续风向,3-4级,195,中度污染,4,鸡西
2018-03-26,2018-03-26,3,-8,,,,,,,
2018-03-08,2018-03-08,,,,,,,,,
2018-03-01,2018-03-01,-6℃,-14℃,小雪,西北风,4-5级,50,优,1,牡丹江
2018-03-02,2018-03-02,-4℃,-10℃,多云,西北风,4-5级,68,良,2,牡丹江
2018-03-03,2018-03-03,0℃,-9℃,中雪~小雪,西南风,3-4级,95,良,2,牡丹江
2018-03-04,2018-03-04,-5℃,-18℃,多云~晴,西北风,4-5级,45,优,1,牡丹江
2018-03-05,2018-03-05,-7℃,-18℃,晴,西北风,5-6级,45,优,1,牡丹江
2018-03-06,2018-03-06,-8℃,-24℃,晴~多云,西北风,4-5级,46,优,1,牡丹江
2018-03-07,2018-03-07,-8℃,-21℃,中雪,西北风,4-5级,61,良,2,牡丹江
2018-03-08,2018-03-08,-7℃,-23℃,小雪~多云,西北风,3-4级,45,优,1,牡丹江
2018-03-09,2018-03-09,-8℃,-20℃,晴~多云,西北风,3-4级,64,良,2,牡丹江
2018-03-10,2018-03-10,-5℃,-14℃,小雪~多云,东南风,3-4级,61,良,2,牡丹江
2018-03-11,2018-03-11,-3℃,-13℃,晴,西南风,3-4级,59,良,2,牡丹江
2018-03-12,2018-03-12,5℃,-12℃,多云,西南风,3-4级,100,良,2,牡丹江
2018-03-13,2018-03-13,7℃,-2℃,小雨~小雪,西风,4-5级,147,轻度污染,3,牡丹江
2018-03-14,2018-03-14,4℃,-5℃,小雨~小雪,东南风,3-4级,69,良,2,牡丹江
2018-03-15,2018-03-15,-3℃,-18℃,阵雪~晴,西北风,4-5级,40,优,1,牡丹江
2018-03-16,2018-03-16,0℃,-14℃,晴,西风,4-5级,41,优,1,牡丹江
2018-03-17,2018-03-17,8℃,-7℃,晴,西南风,4-5级,50,优,1,牡丹江
2018-03-18,2018-03-18,7℃,-6℃,阴,西风,5-6级,48,优,1,牡丹江
2018-03-19,2018-03-19,0℃,-13℃,阴,西北风,5-6级,33,优,1,牡丹江
2018-03-20,2018-03-20,1℃,-13℃,晴,西北风,4-5级,37,优,1,牡丹江
2018-03-21,2018-03-21,7℃,-7℃,晴,西北风,4-5级,54,良,2,牡丹江
2018-03-22,2018-03-22,10℃,-6℃,晴,西北风,3-4级,64,良,2,牡丹江
2018-03-23,2018-03-23,13℃,-4℃,晴~多云,西南风,3-4级,69,良,2,牡丹江
2018-03-24,2018-03-24,12℃,-1℃,多云~晴,西风,4-5级,110,轻度污染,3,牡丹江
2018-03-25,2018-03-25,20℃,0℃,晴,西风,4-5级,87,良,2,牡丹江
2018-03-26,2018-03-26,21℃,4℃,晴,西南风,4-5级,87,良,2,牡丹江
2018-03-27,2018-03-27,20℃,9℃,多云,西南风,4-5级,83,良,2,牡丹江
2018-03-28,2018-03-28,12℃,-3℃,阴~多云,西北风,5-6级,87,良,2,牡丹江
2018-03-29,2018-03-29,9℃,-5℃,多云,西北风,5-6级,45,优,1,牡丹江
2018-03-30,2018-03-30,11℃,0℃,多云~小雨,西风,4-5级,81,良,2,牡丹江
2018-03-31,2018-03-31,7℃,1℃,小雨,东南风,4-5级,120,轻度污染,3,牡丹江
2018-03-26,2018-03-26,4,-9,,,,,,,
